Minute	Commentary
49	Miguel Almiron from Newcastle United directs a ball squarely in the box, but Ederson Moraes runs out to collect the ball
49	Miguel Almiron from Newcastle United takes the ball forward trying to make something happen...
49	Manchester City is in control of the ball.
48	Rodri relieves the pressure with a clearance
48	Joelinton from Newcastle United chips the ball into the penalty box.
48	Newcastle United is in control of the ball.
47	Newcastle United take a throw-in at the left side of the pitch in their own half of the field
47	Safe hands from Ederson Moraes as he comes out and claims the ball
47	Matt Ritchie puts in a cross...
46	Manchester City is trying to create something here.
46	Joseph Willock is leaving the field to be replaced by Allan Saint-Maximin in a tactical substitution.
46	The second half is underway.
47	It's over! The referee blows for half time
47	Ball possession: Newcastle United: 32%, Manchester City: 68%.
46	The fourth official shows there are 1 minute(s) of time to be added.
46	Goal kick for Newcastle United.
46	Gabriel Jesus sends a shot inches wide. Close!
46	Danger! Kevin De Bruyne from Manchester City successfully directs the ball behind the defence and finds a team mate...
45	Ball possession: Newcastle United: 32%, Manchester City: 68%.
45	Ruben Dias relieves the pressure with a clearance
45	Matt Ritchie puts in a cross...
45	Goal kick for Manchester City.
44	Jacob Murphy fails to find the target with a shot from outside the box
44	Newcastle United take a throw-in at the left side of the pitch in the opponent's half of the field
44	Goal kick for Manchester City.
43	A chance presents itself to Isaac Hayden from Newcastle United but his header goes wide
43	Ryan Fraser from Newcastle United swings in the corner from the left.
43	Joelinton from Newcastle United tries to pick out a team-mate in the area but his cross is blocked by an opponent.
43	Newcastle United is trying to create something here.
42	Goal kick for Newcastle United.
41	A chance presents itself to Bernardo Silva from Manchester City but his header goes wide
41	Riyad Mahrez from Manchester City swings in the corner from the right.
41	Matt Ritchie clears the danger but is forced to give away a corner...
41	Oleksandr Zinchenko puts in a cross...
41	Ball possession: Newcastle United: 34%, Manchester City: 66%.
40	Joelinton from Newcastle United goes a bit too far there as the pulls down Kevin De Bruyne
40	Callum Wilson from Newcastle United makes a good pass into the box, but his team mates fail to take advantage of the space
40	Great skill from Callum Wilson as he dribbles past his opponents
40	Danger! Joelinton from Newcastle United successfully directs the ball behind the defence and finds a team mate...
40	Newcastle United with a potentially dangerous attack.
39	Safe hands from Martin Dubravka as he comes out and claims the ball
39	Riyad Mahrez puts in a cross...
38	Manchester City is in control of the ball.
38	Newcastle United is in control of the ball.
37	Manchester City is in control of the ball.
37	Manchester City take a throw-in at the right side of the pitch in their own half of the field
36	Goal kick for Newcastle United.
36	Could be a good chance here as Raheem Sterling from Manchester City cuts the opponents defense open with a through ball...
36	The referee signals a free kick as Joelinton from Newcastle United trips Rodri
35	Manchester City take a throw-in at the left side of the pitch in the opponent's half of the field
35	Ball possession: Newcastle United: 31%, Manchester City: 69%.
34	Manchester City take a throw-in at the left side of the pitch in their own half of the field
33	Ruben Dias comes back onto the field.
33	Newcastle United take a throw-in at the right side of the pitch in the opponent's half of the field
33	Manchester City take a throw-in at the left side of the pitch in their own half of the field
32	Oleksandr Zinchenko relieves the pressure with a clearance
32	Callum Wilson heads the ball back across goal...
32	Matt Ritchie swings in a cross from the free kick.
32	Ruben Dias from Manchester City is leaving the pitch because his nose is bleeding.
30	Yellow card for Bernardo Silva.
30	The referee signals a free kick as Bernardo Silva from Manchester City trips Jacob Murphy
30	Ball possession: Newcastle United: 31%, Manchester City: 69%.
30	Rodri relieves the pressure with a clearance
29	Matt Ritchie swings in a cross from the free kick.
29	The referee signals a free kick as Riyad Mahrez from Manchester City trips Callum Wilson
28	A contender for goal of the season!
27	Riyad Mahrez provided the assist for the goal.
27	GOOOOOAAL! - Joao Cancelo scores with the right foot!
27	Great skill from Joao Cancelo as he dribbles past his opponents
26	Manchester City take a throw-in at the left side of the pitch in their own half of the field
26	Kevin De Bruyne relieves the pressure with a clearance
26	Matt Ritchie swings in a cross from the free kick.
25	Yellow card for Rodri.
25	The referee signals a free kick as Rodri from Manchester City trips Joseph Willock
25	Ball possession: Newcastle United: 31%, Manchester City: 69%.
25	Manchester City is in control of the ball.
24	Newcastle United take a throw-in at the right side of the pitch in the opponent's half of the field
23	The referee signals a free kick as Bernardo Silva from Manchester City trips Miguel Almiron
23	Goal kick for Newcastle United.
23	Oleksandr Zinchenko from Manchester City sends an effort wide of target
23	A chance opens up as Bernardo Silva from Manchester City successfully finds a team mate in the area...
23	Great skill from Bernardo Silva as he dribbles past his opponents
22	Danger! Raheem Sterling from Manchester City successfully directs the ball behind the defence and finds a team mate...
21	Newcastle United take a throw-in at the right side of the pitch in their own half of the field
21	The referee runs back to show Isaac Hayden from Newcastle United a yellow card for the previous foul.
21	Manchester City take a throw-in at the left side of the pitch in the opponent's half of the field
20	Ball possession: Newcastle United: 30%, Manchester City: 70%.
20	The match resumes with a drop ball.
19	Callum Wilson is down injured and receives medical attention on the field.
19	Play has been stopped because there is a player lying on the pitch.
19	Ederson Moraes comes out of his goal to claim the ball but he can't hold onto it...
19	Miguel Almiron puts in a cross...
19	Oleksandr Zinchenko relieves the pressure with a clearance
19	Matt Ritchie puts in a cross...
18	Rodri is penalised for pushing Joelinton.
17	The referee signals a free kick as Isaac Hayden from Newcastle United trips Kevin De Bruyne
16	Manchester City plays a short goal kick.
16	Manchester City take a throw-in at the left side of the pitch in their own half of the field
16	Manchester City is in control of the ball.
15	Ball possession: Newcastle United: 23%, Manchester City: 77%.
15	Miguel Almiron hand-balls.
14	Manchester City take a throw-in at the left side of the pitch in their own half of the field
13	Kevin De Bruyne from Manchester City directs the ball behind the defence, but the keeper reads the play well and comes to claim it
13	Manchester City take a throw-in at the left side of the pitch in the opponent's half of the field
12	Manchester City plays a short goal kick.
12	Joelinton fails to find the target with a shot from outside the box
12	Miguel Almiron from Newcastle United passes the ball in the box, but it's intercepted by an opponent player.
11	Good effort by Joao Cancelo as he directs a shot on target, but the keeper saves it
11	Kevin De Bruyne swings in a cross from the free kick.
11	The referee signals a free kick as Joseph Willock from Newcastle United trips Bernardo Silva
10	Manchester City with a potentially dangerous attack.
10	Ball possession: Newcastle United: 19%, Manchester City: 81%.
9	The referee signals a free kick as Jacob Murphy from Newcastle United trips Raheem Sterling
9	Rodri from Manchester City tries to head the ball to a team mate, but it's intercepted by an opponent player.
9	Riyad Mahrez from Manchester City swings in the corner from the right.
8	Manchester City plays a short goal kick.
7	Aymeric Laporte relieves the pressure with a clearance
7	Ryan Fraser puts in a cross...
7	Newcastle United is trying to create something here.
6	Ball possession: Newcastle United: 40%, Manchester City: 60%.
5	Joao Cancelo provided the assist for the goal.
5	GOOOOOAAL! - Ruben Dias from Manchester City heads the ball from close range into the net.
5	A chance opens up as Joao Cancelo from Manchester City successfully finds a team mate in the area...
5	Oleksandr Zinchenko puts in a cross...
5	Callum Wilson relieves the pressure with a clearance
5	Kevin De Bruyne from Manchester City swings in the corner from the left.
4	Martin Dubravka clears the danger but is forced to give away a corner...
4	Oleksandr Zinchenko relieves the pressure with a clearance
4	Miguel Almiron from Newcastle United takes the ball forward trying to make something happen...
4	Rodri could cost his team a goal after a defensive blunder.
4	Manchester City take a throw-in at the right side of the pitch in the opponent's half of the field
3	The referee signals a free kick as Joelinton from Newcastle United trips Joao Cancelo
3	Manchester City take a throw-in at the left side of the pitch in their own half of the field
2	Raheem Sterling from Manchester City is ruled offside.
